Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
01/09/2022 05:12,13037,801365500,17748,80E0F0F60,69.12,US Dollar,69.12,US Dollar,Cash,0
01/09/2022 05:19,4242,80A74E850,4242,80A74E850,9.83,US Dollar,9.83,US Dollar,Reinvestment,0
04/09/2022 05:48,127142,80DE5F6D0,43818,8105FFAD0,42623.88,Shekel,42623.88,Shekel,ACH,1
03/09/2022 13:35,15916,805EB6DE0,1267,8038F4190,47496.9,Yuan,47496.9,Yuan,ACH,1
01/09/2022 05:10,70,100428660,15916,807AB00C0,1128.76,US Dollar,1128.76,US Dollar,Credit Card,0
01/09/2022 00:25,12,800059230,12,800059230,77285.26,US Dollar,77285.26,US Dollar,Reinvestment,0
01/09/2022 05:20,3144,805701F10,223645,80AEE6890,69980.01,US Dollar,69980.01,US Dollar,Cheque,0
01/09/2022 19:55,24144,80311D8A0,24144,80311D8A0,24870544.41,Rupee,288989.2,Euro,ACH,0
01/09/2022 05:28,11899,808636A10,11899,808636A10,9.14,US Dollar,9.14,US Dollar,Reinvestment,0
07/09/2022 14:44,5394,802C34490,11,8006345A0,16758.93,Euro,16758.93,Euro,ACH,1
01/09/2022 05:18,1457,8010A4170,4523,805FABD10,259.78,US Dollar,259.78,US Dollar,Credit Card,0
10/09/2022 08:26,18549,8066C70E0,1547,801C95950,15037.1,Euro,15037.1,Euro,ACH,1
01/09/2022 05:07,12585,80E3259F0,12585,80E3259F0,96.47,US Dollar,96.47,US Dollar,Reinvestment,0
07/09/2022 20:46,10099,803D99E70,111141,80C5219E0,1067.76,Euro,1067.76,Euro,ACH,1
01/09/2022 05:29,3242,8072E7800,3242,8072E7800,9.48,US Dollar,9.48,US Dollar,Reinvestment,0
06/09/2022 02:14,70,1004288A0,228054,80A370450,165.06,Australian Dollar,165.06,Australian Dollar,Credit Card,1
01/09/2022 00:08,1,80100DB80,11904,80A059840,42.18,US Dollar,42.18,US Dollar,Credit Card,0
03/09/2022 09:23,7,805C8AC70,119,80FD88340,9616.67,Shekel,9616.67,Shekel,ACH,1
01/09/2022 05:28,223041,8095F6EA0,223041,8095F6EA0,6.01,US Dollar,6.01,US Dollar,Reinvestment,0
01/09/2022 19:31,4503,8034CC840,212,807FB7D70,85.85,UK Pound,85.85,UK Pound,Wire,0
11/09/2022 08:24,215186,80598ED20,8798,8054C12F0,2423.59,US Dollar,2423.59,US Dollar,ACH,1
01/09/2022 19:58,7,804FF12E0,15385,812294260,1429.27,Rupee,1429.27,Rupee,Cheque,0
01/09/2022 00:22,10,80024D950,10,80024D950,18.33,US Dollar,18.33,US Dollar,Reinvestment,0
01/09/2022 19:49,217096,8063B4550,217096,8063B4550,96870200.6,Ruble,96870200.6,Ruble,Reinvestment,0
05/09/2022 11:20,115915,80D5ACC00,27444,80D5ACCA0,4313.36,US Dollar,4313.36,US Dollar,ACH,1
04/09/2022 23:05,28827,805A293A0,4523,805B266D0,48040.45,US Dollar,48040.45,US Dollar,ACH,1
05/09/2022 11:52,23691,8021353D0,15231,80266F880,9088.38,Euro,9088.38,Euro,ACH,1
13/09/2022 08:22,4403,80F962B10,16163,807A3DCC0,6845.64,US Dollar,6845.64,US Dollar,ACH,1
13/09/2022 15:32,15,803DE4A90,21,803F1D770,1432554.25,Yen,1432554.25,Yen,ACH,1
01/09/2022 05:09,11157,80683D820,120046,807AF07C0,2346.83,US Dollar,2346.83,US Dollar,Credit Card,0
01/09/2022 05:04,10581,803FEA470,10581,803FEA470,0.3,US Dollar,31.16,Yen,ACH,0
01/09/2022 05:01,1241,801E90660,118453,80A16B640,747762.02,US Dollar,747762.02,US Dollar,Cash,0
01/09/2022 05:17,114674,80CB62B20,114674,80CB62B20,13.94,US Dollar,13.94,US Dollar,Reinvestment,0
01/09/2022 19:32,112931,805C0B990,112931,805C0B990,3277.73,Rupee,3277.73,Rupee,Reinvestment,0
07/09/2022 07:34,13067,80B76EEA0,215841,80977E9E0,11017.2,US Dollar,11017.2,US Dollar,ACH,1
06/09/2022 07:48,118,811A67510,222,811D80C30,21439.11,Saudi Riyal,21439.11,Saudi Riyal,ACH,1
08/09/2022 18:48,121,8000E1590,119,8000DB3C0,3220.99,Saudi Riyal,3220.99,Saudi Riyal,ACH,1
07/09/2022 12:44,23,8000FFF70,23,80017F180,12403.93,Euro,12403.93,Euro,ACH,1
04/09/2022 11:47,21745,803366440,15723,8027CB4E0,13305.86,US Dollar,13305.86,US Dollar,ACH,1
01/09/2022 05:02,10,809316EC0,10,809316EC0,684509.02,US Dollar,684509.02,US Dollar,Reinvestment,0
01/09/2022 02:26,218267,8078D03C0,117999,8078D1920,1766.58,Euro,1766.58,Euro,ACH,1
05/09/2022 21:38,19535,811446980,13264,811479FD0,97946349.24,US Dollar,97946349.24,US Dollar,ACH,1
01/09/2022 05:03,12735,80123E500,220,803D46160,11339.08,US Dollar,11339.08,US Dollar,Credit Card,0
01/09/2022 05:20,115359,80E0A68F0,115359,80E0A68F0,407721.79,US Dollar,407721.79,US Dollar,Reinvestment,0
09/09/2022 10:29,148350,81202C920,148348,81202D5D0,2862.98,Saudi Riyal,2862.98,Saudi Riyal,ACH,1
01/09/2022 05:11,12,800C54920,18511,803C09870,9817.88,US Dollar,9817.88,US Dollar,Cheque,0
07/09/2022 01:44,1068,8043A9F30,224782,80B115430,1445.75,Yuan,1445.75,Yuan,ACH,1
01/09/2022 05:23,1674,805AAB2C0,1674,805AAB2C0,188.34,US Dollar,188.34,US Dollar,Reinvestment,0
01/09/2022 05:03,1411,801AC82A0,4766,80B672430,0.91,US Dollar,0.91,US Dollar,Wire,0
01/09/2022 05:26,2439,8019AF380,25547,808ED76C0,100.61,US Dollar,100.61,US Dollar,Credit Card,0
04/09/2022 07:10,249118,812D1A650,48308,811ED7DF0,291133.92,Saudi Riyal,291133.92,Saudi Riyal,ACH,1
01/09/2022 00:07,3278,8001A4F90,3278,8001A4F90,3009.8,US Dollar,3009.8,US Dollar,Reinvestment,0
07/09/2022 14:20,23344,80BC94290,1362,801314930,19485.58,US Dollar,19485.58,US Dollar,ACH,1
08/09/2022 21:18,15964,808323650,5365,8083236A0,1284.62,Euro,1284.62,Euro,ACH,1
06/09/2022 08:40,25866,802C6C120,19535,80B18E250,3405.82,US Dollar,3405.82,US Dollar,ACH,1
01/09/2022 19:47,14629,805D6E990,14629,805D6E990,404.07,Rupee,404.07,Rupee,Reinvestment,0
07/09/2022 03:31,70,100428810,120292,807742450,90.92,UK Pound,90.92,UK Pound,Credit Card,1
09/09/2022 14:17,13554,8018BB080,20,8001B7DB0,3959.45,Euro,3959.45,Euro,ACH,1
16/09/2022 05:12,19,8000AEDD0,11,800122A90,9704.27,Euro,9704.27,Euro,ACH,1
01/09/2022 05:01,12797,801300550,12797,801300550,39.07,US Dollar,33.34,Euro,ACH,0
01/09/2022 05:15,215897,80616FAE0,215897,80616FAE0,184.45,US Dollar,184.45,US Dollar,Reinvestment,0
01/09/2022 19:44,1,8000EEE80,220504,8087E0890,9834.82,UK Pound,9834.82,UK Pound,Credit Card,0
01/09/2022 00:20,3208,800156AF0,10,800156890,0.01,US Dollar,0.01,US Dollar,Cheque,0
01/09/2022 05:26,24132,803C53800,24132,803C53800,24.76,US Dollar,24.76,US Dollar,Reinvestment,0
01/09/2022 05:13,312431,8057D9D70,1,8057D9980,0.37,US Dollar,0.37,US Dollar,Cash,0
11/09/2022 02:32,7,8061C7360,19888,8079DDC30,16639.48,US Dollar,16639.48,US Dollar,ACH,1
01/09/2022 09:42,24779,8090EE1D0,8,8090EF0B0,5780.56,Canadian Dollar,5780.56,Canadian Dollar,ACH,1
01/09/2022 00:03,1,800056160,1,800056160,5439.01,US Dollar,5439.01,US Dollar,Reinvestment,0
01/09/2022 05:14,1068,80A086140,1068,80A086140,171678.75,US Dollar,171678.75,US Dollar,Reinvestment,0
09/09/2022 05:00,231744,80CC1CC60,134091,80CC1CCB0,15310.5,Mexican Peso,15310.5,Mexican Peso,ACH,1
10/09/2022 08:39,118,8000E0CA0,1655,801C0A920,2559.45,Euro,2559.45,Euro,ACH,1
08/09/2022 06:56,1362,801314930,7,804ABF900,1341440.6,Rupee,1341440.6,Rupee,ACH,1
01/09/2022 05:16,320669,809C758A0,8798,809C56240,0.01,US Dollar,0.01,US Dollar,Cheque,0
01/09/2022 05:11,27637,80388CEB0,15085,80BE08300,12682.97,US Dollar,12682.97,US Dollar,Cheque,0
01/09/2022 05:20,21575,8041B2090,31596,80D28E9C0,7509.29,US Dollar,7509.29,US Dollar,Credit Card,0
01/09/2022 05:03,21550,8010CF900,14099,802E745E0,2741.85,US Dollar,2741.85,US Dollar,Cheque,0
01/09/2022 00:00,12,80024EBB0,12,80024EBB0,18.27,US Dollar,18.27,US Dollar,Reinvestment,0
01/09/2022 05:18,4503,8086C1DC0,4503,8086C1DC0,5.3,US Dollar,5.3,US Dollar,Reinvestment,0
10/09/2022 00:18,150240,812D22980,222,811B83280,6046.83,Saudi Riyal,6046.83,Saudi Riyal,ACH,1
01/09/2022 05:14,3229,807204AB0,28255,80D53F060,1056428.15,US Dollar,1056428.15,US Dollar,Cheque,0
02/09/2022 15:31,13858,801FE25A0,218638,806B66F00,1268610.64,Ruble,1268610.64,Ruble,ACH,1
07/09/2022 11:39,1490,8008B1F80,410,80098DC70,16426.4,Euro,16426.4,Euro,ACH,1
04/09/2022 16:06,13858,81109ED60,3051,804282480,8222.24,US Dollar,8222.24,US Dollar,ACH,1
01/09/2022 05:13,1411,80491CDF0,25075,80A266340,647.32,US Dollar,647.32,US Dollar,Cash,0
01/09/2022 05:25,11056,80203E9E0,11056,80203E9E0,88.08,US Dollar,75.17,Euro,ACH,0
03/09/2022 08:07,44873,810A53FC0,244192,810A5B540,29449.01,Shekel,29449.01,Shekel,ACH,1
06/09/2022 09:27,70,100428660,24132,802CDD790,180656.59,US Dollar,180656.59,US Dollar,Cheque,1
01/09/2022 05:21,2824,80163FC30,2843,802FE4C00,1424.78,US Dollar,1424.78,US Dollar,Cheque,0
08/09/2022 20:34,24840,80D777900,13516,80D7779A0,3002.49,Euro,3002.49,Euro,ACH,1
02/09/2022 06:20,70,100428660,17729,805447960,17371.47,US Dollar,17371.47,US Dollar,Cheque,1
01/09/2022 05:21,226951,80DF9BFC0,226951,80DF9BFC0,145.54,US Dollar,145.54,US Dollar,Reinvestment,0
01/09/2022 05:29,70,100428660,15747,808FAAC00,399.07,US Dollar,399.07,US Dollar,Cheque,0
06/09/2022 23:16,23,800176CF0,23,80017F180,15993.1,Euro,15993.1,Euro,ACH,1
09/09/2022 10:52,125575,8098D9AB0,25113,8098DA390,9383.6,Canadian Dollar,9383.6,Canadian Dollar,ACH,1
04/09/2022 12:49,11107,80338EC60,240229,80F1AF2E0,11742.49,Swiss Franc,11742.49,Swiss Franc,ACH,1
01/09/2022 05:06,16733,80A15C450,27444,80A15C5E0,1082,US Dollar,1082,US Dollar,Cheque,0
01/09/2022 19:47,116843,806476B90,217824,806B8BCD0,350.04,Ruble,350.04,Ruble,ACH,0
01/09/2022 05:10,70,100428660,27444,805DDF030,2167.96,US Dollar,2167.96,US Dollar,Credit Card,0
04/09/2022 05:17,223,812D1A410,48308,811ED7DF0,20597.36,Saudi Riyal,20597.36,Saudi Riyal,ACH,1
09/09/2022 07:25,1655,802078880,12,80207A2C0,990.07,Euro,990.07,Euro,ACH,1
01/09/2022 00:18,1,80015D9D0,1,80015D9D0,9.82,US Dollar,9.82,US Dollar,Reinvestment,0
09/09/2022 19:23,1467,8005CC8D0,25075,803BE1900,14050.75,US Dollar,14050.75,US Dollar,ACH,1
06/09/2022 16:48,31596,80BFD9240,13078,8053B01E0,338769.92,Rupee,338769.92,Rupee,ACH,1
01/09/2022 00:06,21174,800737690,12,80011F990,2848.96,Euro,2848.96,Euro,ACH,1
11/09/2022 14:12,12,80005E9C0,19,8000AEDD0,22452.67,Australian Dollar,22452.67,Australian Dollar,ACH,1
01/09/2022 00:27,12,8000551B0,12,8000551B0,21.77,US Dollar,21.77,US Dollar,Reinvestment,0
01/09/2022 05:11,8595,80B488090,14325,80CD8EC30,191.67,US Dollar,191.67,US Dollar,Credit Card,0
01/09/2022 05:01,7042,8091C5F50,11642,80C6B8430,351.82,US Dollar,351.82,US Dollar,Cash,0
01/09/2022 18:41,1655,802078880,11657,8020791A0,8031.22,Euro,8031.22,Euro,ACH,1
01/09/2022 05:20,11296,802B34D60,8805,80E02E920,2126.64,US Dollar,2126.64,US Dollar,Credit Card,0
01/09/2022 05:21,13264,80904DEB0,13264,80904DEB0,23.91,US Dollar,23.91,US Dollar,Reinvestment,0
01/09/2022 05:27,21940,800CD43C0,216645,80B393D00,13204.68,US Dollar,13204.68,US Dollar,Cheque,0
01/09/2022 05:26,17907,80DA80290,234347,80DAA12D0,2508.53,US Dollar,2508.53,US Dollar,ACH,0
01/09/2022 19:35,16649,806194310,287,80655ABE0,2156673.83,Ruble,2156673.83,Ruble,Cheque,0
14/09/2022 19:50,28,8000B8AB0,1467,800402D40,11052.33,US Dollar,11052.33,US Dollar,ACH,1
04/09/2022 16:03,48309,811C599A0,150240,812D22980,145391187.6,Saudi Riyal,145391187.6,Saudi Riyal,ACH,1
03/09/2022 05:59,11107,80338EC60,13083,802E55FD0,3486.32,Euro,3486.32,Euro,ACH,1
01/09/2022 05:10,28693,80345A170,15768,809FC8790,20060.53,US Dollar,20060.53,US Dollar,Cheque,0
07/09/2022 16:10,25170,809DB3820,210,809DB7790,1909.04,Canadian Dollar,1909.04,Canadian Dollar,ACH,1
07/09/2022 10:24,15231,80266F880,23691,8021353D0,17049.78,Euro,17049.78,Euro,ACH,1
06/09/2022 06:03,2915,800AEDA60,1729,800478690,6643.19,US Dollar,6643.19,US Dollar,ACH,1
01/09/2022 05:12,214609,80780FF40,214609,80780FF40,68147.58,US Dollar,68147.58,US Dollar,Reinvestment,0
01/09/2022 05:26,3335,802528310,3335,802528310,376.13,US Dollar,320.99,Euro,ACH,0
07/09/2022 15:16,11157,800B11170,1522,800A54A70,13973.26,Euro,13973.26,Euro,ACH,1
01/09/2022 00:10,12,800137450,12,8001CF680,3497.55,US Dollar,3497.55,US Dollar,Cheque,0
01/09/2022 00:13,220,800156930,28771,8034DB440,5.11,US Dollar,5.11,US Dollar,Credit Card,0
01/09/2022 19:42,115784,805F6AA70,115784,805F6AA70,586677.02,Rupee,586677.02,Rupee,Reinvestment,0
01/09/2022 05:02,111631,805A507F0,8805,809C80AF0,413.72,US Dollar,413.72,US Dollar,Cheque,0
01/09/2022 05:25,13145,8014F1F90,28693,8036FAB70,2164.37,US Dollar,2164.37,US Dollar,Credit Card,0
12/09/2022 23:11,21611,8051B3BF0,28800,80C166050,13763.75,US Dollar,13763.75,US Dollar,ACH,1
01/09/2022 00:17,1,800218810,1,800218810,24.29,US Dollar,24.29,US Dollar,Reinvestment,0
01/09/2022 05:02,111631,806065F10,111631,806065F10,50095.58,US Dollar,50095.58,US Dollar,Reinvestment,0
01/09/2022 05:28,3149,804526F00,3149,804526F00,21113.65,US Dollar,21113.65,US Dollar,Reinvestment,0
01/09/2022 05:15,16163,802C1CE80,7478,805193430,5445761.4,US Dollar,5445761.4,US Dollar,Cash,0
04/09/2022 13:23,226041,8111C5970,12585,8111C59C0,1106.2,US Dollar,1106.2,US Dollar,ACH,1
01/09/2022 05:09,1688,8005A0D10,18902,8043C5AA0,61.91,US Dollar,61.91,US Dollar,Cheque,0
01/09/2022 19:58,21568,808155A90,22155,808387C30,101.37,UK Pound,101.37,UK Pound,Credit Card,0
07/09/2022 10:50,1688,800D32F10,11107,800D33000,4892.54,US Dollar,4892.54,US Dollar,ACH,1
03/09/2022 05:53,1,80082A8D0,10,80082AA60,551.11,US Dollar,551.11,US Dollar,ACH,1
09/09/2022 22:13,12004,801059EF0,27755,80A2DF610,24118497.25,Australian Dollar,24118497.25,Australian Dollar,ACH,1
01/09/2022 15:44,70,100428978,239604,80F3A12E0,358.3,Swiss Franc,358.3,Swiss Franc,Cheque,1
01/09/2022 05:00,2952,801221410,229089,80D49F010,495069.29,US Dollar,495069.29,US Dollar,Cheque,0
11/09/2022 12:50,248857,811D70040,21940,80239A430,5877.78,US Dollar,5877.78,US Dollar,ACH,1
03/09/2022 07:12,3051,806A3D750,241869,80F390FC0,2024.65,Swiss Franc,2024.65,Swiss Franc,ACH,1
02/09/2022 23:26,70,100428738,210292,803E63D60,1212468.35,Yen,1212468.35,Yen,Credit Card,1
01/09/2022 00:22,10,80018E990,10,8002C7A50,9392.32,US Dollar,9392.32,US Dollar,Credit Card,0
05/09/2022 12:18,5466,802DF71D0,125164,80E33A080,7075.22,Euro,7075.22,Euro,ACH,1
01/09/2022 05:25,22736,801DAE820,16031,80664B9D0,17639.08,US Dollar,17639.08,US Dollar,Credit Card,0
08/09/2022 19:22,11,80029D5F0,11,8001426D0,14517.57,Euro,14517.57,Euro,ACH,1
01/09/2022 05:11,220,8023F2300,11296,80416A690,229.72,US Dollar,229.72,US Dollar,ACH,0
01/09/2022 05:22,313435,80B27AEB0,313435,80B27AEB0,35501.92,US Dollar,35501.92,US Dollar,Reinvestment,0
01/09/2022 05:08,16333,80DA7EF10,234347,80DAA12D0,3381.5,US Dollar,3381.5,US Dollar,ACH,0
01/09/2022 05:04,4523,8045CCB00,4523,8045CCB00,5206.31,US Dollar,5206.31,US Dollar,Reinvestment,0
07/09/2022 08:16,222,811D80C30,228101,80B0C3F40,5105.88,Australian Dollar,5105.88,Australian Dollar,ACH,1
01/09/2022 00:01,1,800266C90,1,800266C90,5.42,US Dollar,5.42,US Dollar,Reinvestment,0
01/09/2022 05:18,4503,8022202D0,115363,8090BA3B0,1351.38,US Dollar,1351.38,US Dollar,Cheque,0
01/09/2022 05:00,1412,801559FE0,16136,806CF52D0,569912.86,US Dollar,569912.86,US Dollar,Cheque,0
01/09/2022 05:26,22828,80CFA31B0,22828,80CFA31B0,3.48,US Dollar,3.48,US Dollar,Reinvestment,0
01/09/2022 00:00,10,80016CCE0,10,80016CCE0,9.63,US Dollar,9.63,US Dollar,Reinvestment,0
01/09/2022 05:23,31169,80720C3E0,31169,80720C3E0,23625.88,US Dollar,23625.88,US Dollar,Reinvestment,0
01/09/2022 00:24,1,8000F6110,1,8000F6110,14609.34,US Dollar,14609.34,US Dollar,Reinvestment,0
07/09/2022 10:24,22,8005FEAE0,2915,8006A2F10,590.93,Euro,590.93,Euro,ACH,1
09/09/2022 04:38,23842,8019C0990,112931,8053BE3E0,118138.68,Rupee,118138.68,Rupee,ACH,1
01/09/2022 00:00,10,80005AD90,1,8001C6920,65669.07,US Dollar,65669.07,US Dollar,Cheque,0
01/09/2022 05:14,1467,808048B50,1467,808048B50,18.16,US Dollar,18.16,US Dollar,Reinvestment,0
02/09/2022 17:33,17222,805B38080,15916,805B38120,3690.8,US Dollar,3690.8,US Dollar,ACH,1
01/09/2022 05:13,513,80DE59920,513,80DE59920,752.62,US Dollar,752.62,US Dollar,Reinvestment,0
01/09/2022 05:03,23537,802AC17D0,1420,807B9BBF0,7384.42,US Dollar,7384.42,US Dollar,Cheque,0
05/09/2022 00:07,70,100428780,214881,805FBE980,5499.38,Rupee,5499.38,Rupee,Cash,1
01/09/2022 19:55,21568,808155A90,22155,808387C30,50.96,UK Pound,50.96,UK Pound,Cheque,0
01/09/2022 05:29,10,800A558D0,17222,803997740,13326.56,US Dollar,13326.56,US Dollar,Cheque,0
01/09/2022 05:07,122151,80D037B00,122151,80D037B00,449635.66,US Dollar,449635.66,US Dollar,Reinvestment,0
01/09/2022 05:28,25981,80242D350,28255,80C2DCB80,169.55,US Dollar,169.55,US Dollar,Credit Card,0
01/09/2022 05:23,1411,800CEA5C0,19601,80AE882D0,56529.9,US Dollar,56529.9,US Dollar,Wire,0
01/09/2022 05:15,211050,8050968A0,16163,80B807090,792.86,US Dollar,792.86,US Dollar,Cheque,0
06/09/2022 15:51,1501,801C04E20,24550,80E3069E0,10191.79,US Dollar,10191.79,US Dollar,ACH,1
15/09/2022 13:53,213952,80794B6F0,29467,80382F320,1154414.37,Yen,1154414.37,Yen,ACH,1
10/09/2022 19:48,24850,8079A4BF0,215803,8079B1920,22507432.38,Euro,22507432.38,Euro,ACH,1
12/09/2022 14:30,214749,805DB7F20,213580,8123CC980,1886.82,US Dollar,1886.82,US Dollar,ACH,1
01/09/2022 19:49,10,80082B030,122463,8087E42E0,47.8,UK Pound,47.8,UK Pound,ACH,0
07/09/2022 12:34,1502,8009ABF50,410,80098DC70,8132.58,Euro,8132.58,Euro,ACH,1
10/09/2022 12:21,118,811BCF2E0,19888,8079DDC30,6889.99,US Dollar,6889.99,US Dollar,ACH,1
02/09/2022 07:37,115700,80B3E96E0,14099,801F8CCB0,17684.19,US Dollar,17684.19,US Dollar,ACH,1
05/09/2022 16:18,217096,8062E09A0,2627,80EEAF1E0,14454.82,US Dollar,14454.82,US Dollar,ACH,1
07/09/2022 06:16,12,8010D4440,17708,80CD41030,18721.33,US Dollar,18721.33,US Dollar,ACH,1
01/09/2022 05:20,1588,80093CC50,30775,80B462AD0,1913.49,US Dollar,1913.49,US Dollar,ACH,0
01/09/2022 00:06,12,8001E1D40,12,8001E1D40,12909.88,US Dollar,12909.88,US Dollar,Reinvestment,0
09/09/2022 05:12,70,100428660,513,800CD60F0,688.96,US Dollar,688.96,US Dollar,Cheque,1
12/09/2022 14:18,2824,8028D6DF0,9129,804093380,16085.1,US Dollar,16085.1,US Dollar,ACH,1
01/09/2022 02:58,22,80D517870,11056,80D53AB60,394.78,Euro,394.78,Euro,ACH,1
01/09/2022 05:09,908,8029C94A0,1047,80891C6F0,8049.17,US Dollar,8049.17,US Dollar,Cheque,0
08/09/2022 20:22,70,100428810,23886,808C56630,1787.45,UK Pound,1787.45,UK Pound,Cheque,1
01/09/2022 19:33,118190,806F5F8A0,118190,806F5F8A0,1779.11,Ruble,1779.11,Ruble,Reinvestment,0
06/09/2022 06:16,25768,80791F9C0,222268,808AE2130,13601.77,UK Pound,13601.77,UK Pound,ACH,1
01/09/2022 05:25,15768,806319010,15768,806319010,14.69,US Dollar,14.69,US Dollar,Reinvestment,0
01/09/2022 05:02,70,100428660,11405,8060122D0,1708.93,US Dollar,1708.93,US Dollar,Cheque,0
01/09/2022 05:15,28800,80DACA5D0,28800,80DACA5D0,976395.24,US Dollar,976395.24,US Dollar,Reinvestment,0
02/09/2022 04:09,1299,800CA7600,1490,800CA77E0,2701.56,Euro,2701.56,Euro,ACH,1
01/09/2022 05:10,5836,803169770,1292,80BB4A870,4476.62,US Dollar,4476.62,US Dollar,Cheque,0
07/09/2022 15:12,70,1004288A0,129293,80B0BDFC0,131.9,Australian Dollar,131.9,Australian Dollar,Cheque,1
01/09/2022 05:17,1292,804EE86F0,10642,80A6A3EE0,133819.34,US Dollar,133819.34,US Dollar,Wire,0
10/09/2022 03:43,70,100428978,241869,80F8EE580,508.94,Swiss Franc,508.94,Swiss Franc,Cheque,1
01/09/2022 05:14,11318,803231D90,11318,803231D90,13.14,US Dollar,13.14,US Dollar,Reinvestment,0
01/09/2022 19:48,318521,806BA0F90,118180,806BA0EF0,0.29,Ruble,0.29,Ruble,Cheque,0
10/09/2022 14:37,15231,80266F880,23691,8021353D0,1652.73,Euro,1652.73,Euro,ACH,1
01/09/2022 05:23,223041,80A3D5970,223041,80A3D5970,130.93,US Dollar,130.93,US Dollar,Reinvestment,0
01/09/2022 19:48,4,80008F2F0,9,80609F530,30945532.1,Ruble,30945532.1,Ruble,Cheque,0
01/09/2022 05:22,25981,80242D350,28255,80C2DCB80,138.09,US Dollar,138.09,US Dollar,Cheque,0
01/09/2022 05:16,6156,80DA7EA20,234347,80DAA12D0,823.08,US Dollar,823.08,US Dollar,ACH,0
01/09/2022 19:56,217641,806617210,217641,806617210,1933.87,Ruble,1933.87,Ruble,Reinvestment,0
01/09/2022 05:02,24132,80AE18D60,25637,80B3495E0,25095.88,US Dollar,25095.88,US Dollar,Cash,0
01/09/2022 17:22,23691,8021353D0,15231,80266F880,5313.33,Euro,5313.33,Euro,ACH,1
08/09/2022 13:05,24856,8091037F0,24779,809103F70,1024.37,Canadian Dollar,1024.37,Canadian Dollar,ACH,1
01/09/2022 05:15,1729,800412AB0,225263,80D5B1970,10214.37,US Dollar,10214.37,US Dollar,Credit Card,0
01/09/2022 00:23,1,8001111F0,1,8001111F0,3666.32,US Dollar,3666.32,US Dollar,Reinvestment,0
01/09/2022 00:13,220,8002694A0,220,8002694A0,8770.84,US Dollar,8770.84,US Dollar,Reinvestment,0
01/09/2022 05:01,11157,80D147DD0,11157,80D147DD0,15.99,US Dollar,15.99,US Dollar,Reinvestment,0
01/09/2022 19:41,112989,805857D20,113523,8058DF930,110677.16,Rupee,110677.16,Rupee,Cheque,0
09/09/2022 06:18,29685,80F576BB0,221279,807FE16D0,13755.13,Euro,13755.13,Euro,ACH,1
03/09/2022 17:46,11402,80C48F6A0,212156,80C48FE20,403885.2,Yen,403885.2,Yen,ACH,1
02/09/2022 08:58,1244,800ACE160,21831,800AEC6D0,12580.81,Euro,12580.81,Euro,ACH,1
06/09/2022 12:45,20,801F03B10,26302,809DACA80,2452.21,Canadian Dollar,2452.21,Canadian Dollar,ACH,1
08/09/2022 21:47,70,100428A08,148586,812D0A940,726.11,Saudi Riyal,726.11,Saudi Riyal,Credit Card,1
11/09/2022 15:21,10441,8046D5A70,1601,80340DCF0,5021.92,US Dollar,5021.92,US Dollar,ACH,1
11/09/2022 18:14,16787,806387910,4726,802E2AD70,10221.68,US Dollar,10221.68,US Dollar,ACH,1
10/09/2022 01:11,148350,811DB9C70,249176,811DB9EA0,16406.06,Saudi Riyal,16406.06,Saudi Riyal,ACH,1
01/09/2022 05:04,2952,801221410,229089,80D49F010,886039.4,US Dollar,886039.4,US Dollar,Cash,0
01/09/2022 05:05,13264,801BFA0C0,1244,8066B0B70,168.92,US Dollar,168.92,US Dollar,Credit Card,0
01/09/2022 05:07,1853,80154EB70,218472,80729AC60,450.9,US Dollar,450.9,US Dollar,Cheque,0
01/09/2022 05:18,1588,8011AECD0,15730,8053F2BC0,219.27,US Dollar,219.27,US Dollar,Cheque,0
01/09/2022 05:26,2627,80DA98270,2627,80DA98270,8.66,US Dollar,8.66,US Dollar,Reinvestment,0
09/09/2022 01:32,70,1004286A8,43923,811F5B0C0,396.17,Euro,396.17,Euro,Credit Card,1
01/09/2022 05:06,1688,803C26FD0,2991,80D623900,360.02,US Dollar,360.02,US Dollar,Cheque,0
05/09/2022 04:32,249176,81222BE20,148389,81222C0E0,294.89,Saudi Riyal,294.89,Saudi Riyal,ACH,1
07/09/2022 23:22,135034,80D702FD0,136353,80D703F90,13216.54,Brazil Real,13216.54,Brazil Real,ACH,1
02/09/2022 12:32,10,800E2B170,21940,800E2B1C0,614.01,US Dollar,614.01,US Dollar,ACH,1
01/09/2022 05:07,22736,801DAE820,16031,80664B9D0,61048.61,US Dollar,61048.61,US Dollar,Cheque,0
01/09/2022 05:12,16733,808588330,16733,808588330,3420.45,US Dollar,3420.45,US Dollar,Reinvestment,0
05/09/2022 15:22,19542,810805FE0,34183,80CEA8100,1718.42,US Dollar,1718.42,US Dollar,ACH,1
09/09/2022 11:49,23842,8019C0990,1490,80779F730,16497.64,Euro,16497.64,Euro,ACH,1
01/09/2022 19:39,112637,804D4E730,16,810873460,54615.56,Rupee,54615.56,Rupee,Cheque,0
01/09/2022 05:12,1,8001AB940,120438,80AFB5B50,208145.08,US Dollar,208145.08,US Dollar,Cheque,0
01/09/2022 05:01,39383,80DC772F0,39383,80DC772F0,2084.3,US Dollar,2084.3,US Dollar,Reinvestment,0
